transaccion_id,fecha,cuenta_id,tipo_transaccion,monto,canal,moneda
194,2026-06-22,1079,Compra,8911.15,App móvil,PEN
195,2025-02-13,1014,Transferencia,6858.94,Cajero,PEN
196,2025-02-10,1069,Transferencia,14757.62,Web,PEN
197,2026-02-12,1007,Retiro,4374.78,Sucursal,ARS
198,2025-02-25,1060,Retiro,6342.71,Cajero,CLP
199,2025-04-26,1058,Depósito,10842.48,Cajero,PEN
200,2025-11-28,1070,Retiro,5902.07,Web,MXN
201,2025-07-26,1023,Transferencia,8858.83,Web,MXN
202,2025-06-17,1033,Pago,10378.84,App móvil,MXN
203,2025-03-29,1015,Transferencia,9514.75,Web,USD
204,2026-01-23,1066,Compra,14246.81,Web,MXN
205,2025-06-03,1022,Pago,8486.72,Cajero,COP
206,2025-11-13,1023,Depósito,6299.53,Web,ARS
207,2025-07-27,1024,Depósito,13479.14,App móvil,PEN
208,2026-05-26,1033,Depósito,6885.05,App móvil,PEN
209,2026-05-03,1064,Retiro,3260.94,Web,CLP
210,2025-01-07,1057,Depósito,9022.24,Cajero,PEN
211,2025-08-01,1036,Compra,9433.25,App móvil,COP
212,2025-02-07,1019,Depósito,9802.62,Cajero,MXN
213,2025-03-31,1074,Compra,4483.64,App móvil,MXN
214,2025-10-19,1054,Retiro,2428.42,Cajero,CLP
215,2025-04-06,1075,Pago,13972.88,Sucursal,ARS
216,2026-03-14,1048,Transferencia,12305.77,App móvil,ARS
217,2025-10-09,1061,Retiro,1839.13,Sucursal,PEN
218,2025-08-03,1053,Compra,3155.58,App móvil,MXN
219,2026-05-11,1074,Compra,14807.97,Sucursal,CLP
220,2026-08-12,1078,Pago,3902.3,Sucursal,COP
221,2026-05-25,1079,Compra,7450.99,Web,COP
222,2025-07-18,1079,Retiro,10631.72,App móvil,MXN
223,2025-05-01,1004,Transferencia,9385.66,Cajero,PEN
224,2025-12-25,1054,Transferencia,691.93,Cajero,MXN
225,2025-03-11,1026,Pago,3823.72,Sucursal,ARS
226,2025-01-07,1065,Compra,4865.62,App móvil,USD
227,2026-08-06,1043,Pago,5946.78,App móvil,COP
228,2026-05-06,1025,Pago,12509.04,Web,MXN
229,2026-04-17,1018,Transferencia,2339.24,Sucursal,CLP
230,2025-11-03,1053,Depósito,12528.23,Sucursal,PEN
231,2025-12-06,1069,Depósito,3131.85,Sucursal,MXN
232,2025-12-14,1020,Pago,12612.68,Web,USD
233,2026-02-03,1069,Retiro,8569.01,Cajero,PEN
234,2025-11-19,1015,Pago,10581.94,App móvil,ARS
235,2025-09-01,1053,Depósito,7460.85,Sucursal,CLP
236,2025-06-29,1039,Retiro,7881.26,App móvil,ARS
237,2026-03-31,1005,Retiro,13701.17,App móvil,CLP
238,2026-05-11,1065,Retiro,2861.27,Sucursal,ARS
239,2026-06-13,1019,Depósito,12333.86,Cajero,COP
240,2026-06-19,1005,Transferencia,5819.95,App móvil,MXN
241,2025-03-31,1040,Depósito,10308.91,Sucursal,CLP
242,2025-11-16,1006,Depósito,7813.46,App móvil,PEN
243,2025-07-17,1040,Retiro,4820.0,Sucursal,ARS
244,2025-05-01,1069,Pago,11594.08,Sucursal,COP
245,2026-07-28,1021,Pago,1725.76,App móvil,COP
246,2025-10-05,1070,Pago,8244.99,Cajero,USD
247,2025-03-14,1037,Compra,3679.93,Sucursal,PEN
248,2025-05-14,1044,Compra,6660.28,App móvil,CLP
249,2025-03-30,1007,Depósito,5760.16,Web,CLP
250,2026-04-02,1023,Compra,13370.23,Sucursal,ARS
251,2026-07-01,1043,Retiro,10696.35,App móvil,CLP
252,2026-04-25,1073,Retiro,1402.81,App móvil,CLP
253,2025-08-18,1040,Transferencia,7063.48,Cajero,PEN
254,2025-12-05,1034,Pago,5887.23,Sucursal,CLP
255,2025-04-26,1063,Depósito,989.82,Sucursal,CLP
256,2025-12-23,1060,Retiro,4241.04,Cajero,PEN
257,2025-04-20,1014,Transferencia,12265.12,Sucursal,PEN
258,2026-02-15,1010,Pago,7995.86,Web,COP
259,2026-05-09,1080,Retiro,8223.76,Web,MXN
260,2026-03-18,1044,Retiro,12210.6,Web,PEN
261,2025-06-27,1044,Compra,10415.06,App móvil,USD
262,2026-04-20,1074,Transferencia,1723.7,Sucursal,PEN
263,2026-02-20,1013,Transferencia,2650.85,App móvil,PEN
264,2026-01-24,1014,Compra,11572.44,Sucursal,CLP
265,2025-05-23,1008,Depósito,3272.0,App móvil,COP
266,2026-02-04,1020,Transferencia,7973.52,Web,COP
267,2025-11-08,1027,Pago,4503.03,Web,USD
268,2026-06-07,1045,Depósito,8745.08,Web,COP
269,2026-07-17,1038,Depósito,5544.65,App móvil,MXN
270,2025-10-16,1072,Pago,1654.38,App móvil,COP
271,2025-11-22,1056,Compra,5920.08,Web,CLP
272,2025-06-27,1049,Transferencia,8181.33,Web,COP
273,2026-01-04,1025,Compra,5775.08,Web,COP
274,2025-03-15,1037,Retiro,2022.82,App móvil,COP
275,2025-05-20,1063,Transferencia,14624.88,App móvil,COP
276,2026-03-12,1054,Transferencia,13404.8,Cajero,CLP
277,2026-04-06,1066,Transferencia,8285.23,Web,ARS
278,2025-01-08,1029,Retiro,6377.33,Web,USD
279,2026-07-14,1031,Compra,4046.06,Sucursal,MXN
280,2026-01-13,1005,Compra,7254.19,App móvil,PEN
281,2026-06-24,1062,Depósito,2139.89,Sucursal,CLP
282,2025-04-01,1067,Depósito,7855.12,Cajero,CLP
283,2025-11-16,1010,Compra,11973.49,App móvil,ARS
284,2026-06-09,1069,Depósito,7038.34,Web,PEN
285,2025-10-29,1043,Transferencia,5300.19,Sucursal,COP
286,2026-08-01,1005,Compra,11243.88,Sucursal,MXN
287,2025-02-22,1061,Compra,2544.5,Sucursal,USD
288,2025-03-26,1080,Depósito,4309.37,Cajero,PEN
289,2025-10-15,1010,Pago,3788.24,Sucursal,ARS
290,2025-06-04,1002,Depósito,9061.28,Web,ARS
291,2025-08-30,1023,Pago,11740.09,Web,COP
292,2025-03-28,1068,Depósito,5149.29,Cajero,PEN
293,2026-02-27,1020,Transferencia,11293.89,Web,COP
294,2025-12-20,1057,Retiro,3170.74,App móvil,USD
295,2026-04-21,1034,Depósito,797.32,Web,CLP
296,2026-06-30,1039,Transferencia,11194.8,Cajero,CLP
297,2026-06-28,1050,Transferencia,3946.75,Web,MXN
298,2025-11-20,1037,Transferencia,5736.24,App móvil,MXN
299,2026-03-19,1069,Pago,14343.19,Sucursal,ARS
300,2025-09-19,1035,Pago,12036.72,Web,CLP
301,2026-06-17,1031,Compra,11559.75,Sucursal,USD
302,2025-01-09,1024,Pago,8218.71,App móvil,MXN
303,2026-04-02,1053,Depósito,7883.71,Sucursal,COP
304,2025-01-25,1037,Pago,2904.26,App móvil,MXN
305,2025-05-05,1077,Retiro,14257.83,App móvil,MXN
306,2026-08-03,1078,Retiro,5645.62,Cajero,MXN
307,2025-03-19,1024,Pago,4425.58,Web,ARS
308,2025-03-17,1055,Pago,3867.48,Sucursal,MXN
309,2025-03-03,1049,Transferencia,4996.49,Sucursal,ARS
310,2025-07-25,1023,Transferencia,1050.28,Web,COP
311,2026-03-18,1063,Depósito,2166.65,Cajero,PEN
312,2025-04-16,1014,Transferencia,10733.85,App móvil,MXN
313,2026-04-02,1010,Compra,10915.9,App móvil,CLP
314,2026-02-04,1020,Depósito,13994.08,Sucursal,COP
315,2026-06-12,1043,Transferencia,8623.86,Web,CLP
316,2025-03-13,1056,Transferencia,12662.3,Cajero,MXN
317,2026-07-03,1050,Transferencia,1826.84,Sucursal,ARS
318,2025-04-03,1039,Transferencia,837.37,Sucursal,PEN
319,2025-10-24,1044,Depósito,12619.31,Cajero,COP
320,2025-07-15,1071,Depósito,14513.02,Sucursal,USD
321,2026-01-03,1050,Depósito,9462.95,Web,MXN
322,2025-07-17,1057,Retiro,2107.74,App móvil,USD
323,2025-03-06,1076,Retiro,7343.6,Sucursal,CLP
324,2025-01-17,1069,Transferencia,14498.95,App móvil,ARS
325,2025-02-13,1008,Pago,11818.8,Web,MXN
326,2026-07-04,1028,Compra,6880.97,Cajero,USD
327,2025-02-07,1075,Retiro,13872.99,Cajero,CLP
328,2025-02-16,1003,Transferencia,13608.61,Cajero,USD
329,2025-02-21,1017,Depósito,2592.01,Sucursal,MXN
330,2025-03-07,1059,Compra,2568.63,App móvil,MXN
331,2025-08-14,1064,Compra,11989.64,App móvil,COP
332,2026-02-16,1055,Pago,12174.7,Sucursal,MXN
333,2025-08-07,1074,Compra,2068.57,App móvil,PEN
334,2025-10-08,1023,Pago,957.7,Cajero,CLP
335,2026-03-26,1022,Pago,8305.58,Cajero,PEN
336,2026-01-21,1006,Retiro,1508.52,Cajero,MXN
337,2025-07-03,1063,Depósito,105.18,App móvil,USD
338,2026-05-03,1076,Pago,6249.17,Cajero,COP
339,2026-02-26,1019,Pago,7851.07,Cajero,COP
340,2026-05-27,1079,Depósito,8948.12,App móvil,USD
341,2026-07-26,1039,Pago,6287.6,Cajero,COP
342,2026-01-06,1016,Compra,14652.1,Cajero,CLP
343,2025-04-26,1027,Pago,805.5,Cajero,USD
344,2025-02-14,1061,Transferencia,2653.09,App móvil,USD
345,2025-09-15,1047,Pago,3151.75,Sucursal,PEN
346,2025-02-23,1059,Depósito,1575.27,Cajero,COP
347,2025-03-14,1004,Transferencia,7728.41,Cajero,USD
348,2026-03-06,1057,Compra,8700.63,Cajero,USD
349,2025-11-30,1042,Retiro,11686.84,Cajero,MXN
350,2026-01-20,1031,Transferencia,13049.6,Cajero,MXN
351,2026-03-23,1061,Compra,7271.27,Cajero,COP
352,2026-01-18,1079,Transferencia,2679.13,Cajero,CLP
353,2025-07-27,1025,Pago,14633.58,Sucursal,COP
354,2025-05-20,1005,Compra,904.18,App móvil,CLP
355,2025-12-18,1059,Transferencia,2576.31,Cajero,ARS
356,2025-06-24,1078,Retiro,11845.31,Cajero,MXN
357,2025-08-10,1053,Compra,7343.31,Web,CLP
358,2025-09-10,1036,Depósito,10952.97,Cajero,ARS
359,2025-06-02,1056,Compra,3343.88,App móvil,CLP
360,2026-06-01,1006,Depósito,14869.19,App móvil,CLP
361,2025-04-11,1068,Transferencia,7194.25,Web,CLP
362,2025-01-13,1031,Depósito,8381.72,Web,COP
363,2025-04-03,1017,Pago,4443.9,App móvil,CLP
364,2026-08-08,1040,Retiro,10552.53,App móvil,CLP
365,2026-02-20,1060,Retiro,13114.24,Cajero,ARS
366,2025-03-14,1060,Depósito,12907.14,Web,USD
367,2026-03-13,1043,Compra,500.39,Sucursal,USD
368,2025-08-01,1079,Compra,8632.69,App móvil,PEN
369,2026-01-08,1043,Depósito,7725.9,App móvil,MXN
370,2025-02-11,1050,Pago,6985.64,Sucursal,ARS
371,2026-07-29,1023,Compra,10576.06,Cajero,COP
372,2026-05-05,1043,Retiro,8099.11,Cajero,USD
373,2025-10-01,1029,Pago,5297.15,Web,ARS
374,2026-04-09,1007,Depósito,5598.48,Web,PEN
375,2026-06-29,1068,Depósito,7057.76,Sucursal,CLP
376,2025-03-09,1080,Pago,12000.56,Cajero,CLP
377,2025-07-03,1012,Depósito,5866.33,Sucursal,MXN
378,2025-06-01,1014,Retiro,4146.38,Web,COP
379,2025-01-24,1027,Compra,14282.05,Sucursal,CLP
380,2026-03-07,1070,Retiro,7113.83,Web,USD
381,2025-01-23,1003,Pago,2844.02,Cajero,PEN
382,2025-12-01,1043,Transferencia,8684.78,Web,PEN
383,2025-11-08,1068,Compra,6684.39,Cajero,ARS
384,2026-01-16,1022,Pago,3409.46,Sucursal,MXN
385,2025-06-20,1019,Pago,4272.89,Cajero,USD
386,2025-06-29,1069,Pago,2742.38,Cajero,COP
387,2025-11-21,1031,Depósito,626.86,Cajero,CLP
388,2026-07-30,1034,Pago,2775.6,App móvil,USD
389,2026-04-05,1041,Pago,2227.68,Cajero,PEN
390,2026-02-19,1039,Depósito,13807.31,Web,COP
391,2026-07-14,1059,Pago,2349.24,Sucursal,USD
392,2026-08-11,1038,Transferencia,13440.7,Cajero,PEN
393,2026-05-06,1057,Pago,10340.31,App móvil,COP
394,2026-02-16,1071,Depósito,4628.15,Cajero,CLP
395,2025-07-19,1046,Depósito,4902.23,Cajero,ARS
396,2026-04-02,1026,Depósito,1263.01,App móvil,PEN
397,2026-06-08,1051,Retiro,7362.08,App móvil,USD
398,2026-03-14,1047,Transferencia,2227.71,Sucursal,CLP
399,2025-12-26,1048,Depósito,4276.91,Sucursal,CLP
400,2026-03-31,1072,Depósito,3243.27,Web,CLP
401,2026-03-11,1037,Retiro,12087.04,Web,COP
402,2025-08-01,1076,Compra,1300.31,Sucursal,CLP
403,2026-01-20,1068,Pago,1001.08,App móvil,MXN
404,2026-07-24,1053,Pago,6223.57,Web,USD
405,2026-01-26,1073,Retiro,2996.87,Sucursal,PEN
406,2025-11-06,1063,Depósito,12343.76,Sucursal,CLP
407,2025-01-03,1072,Transferencia,3375.56,Cajero,ARS
408,2025-10-22,1039,Transferencia,1871.41,Web,COP
409,2025-10-11,1063,Retiro,436.35,Web,MXN
410,2026-08-03,1077,Pago,8720.18,Web,ARS
411,2026-08-13,1061,Depósito,5604.3,App móvil,ARS
412,2025-11-24,1021,Compra,887.07,Web,USD
413,2025-10-07,1018,Pago,2458.0,Sucursal,CLP
414,2026-06-27,1046,Depósito,4354.94,App móvil,PEN
415,2025-06-21,1025,Retiro,11472.69,Sucursal,ARS
416,2026-01-07,1039,Pago,10284.8,App móvil,PEN
417,2025-01-14,1075,Pago,12351.49,Cajero,PEN
418,2026-02-26,1037,Pago,11684.33,Sucursal,COP
419,2025-08-15,1014,Retiro,2326.78,Cajero,PEN
420,2026-07-19,1079,Compra,12692.59,App móvil,CLP
421,2025-05-15,1059,Depósito,1757.32,App móvil,CLP
422,2025-05-23,1045,Pago,10368.85,Web,PEN
423,2025-11-08,1067,Pago,2591.39,App móvil,USD
424,2025-05-26,1016,Retiro,1939.43,Cajero,ARS
425,2025-03-22,1017,Retiro,1961.97,Web,USD
426,2026-05-11,1015,Depósito,291.91,Web,MXN
427,2026-06-10,1026,Depósito,501.56,App móvil,CLP
428,2025-11-05,1016,Pago,658.79,App móvil,MXN
429,2025-07-24,1016,Compra,3088.96,Cajero,USD
430,2025-10-12,1045,Depósito,1370.78,Sucursal,ARS
431,2025-09-05,1021,Compra,11714.22,App móvil,MXN
432,2025-07-16,1075,Depósito,7937.29,Sucursal,COP
433,2025-04-12,1069,Depósito,14603.96,Cajero,PEN
434,2025-07-09,1061,Pago,10475.01,Web,USD
435,2026-01-24,1014,Retiro,12522.78,Web,COP
436,2025-11-18,1066,Retiro,6119.59,App móvil,CLP
437,2026-01-05,1015,Compra,2047.33,Sucursal,PEN
438,2025-04-29,1006,Depósito,4928.45,Web,ARS
439,2026-03-31,1059,Compra,11045.25,Cajero,PEN
440,2026-03-15,1053,Pago,14774.59,Cajero,MXN
441,2026-05-19,1061,Pago,2697.67,App móvil,CLP
442,2025-03-29,1057,Compra,9881.64,App móvil,COP
443,2025-04-15,1051,Transferencia,10428.61,Cajero,MXN
444,2026-02-18,1047,Retiro,5086.09,App móvil,COP
445,2026-08-19,1055,Transferencia,4184.99,Sucursal,USD
446,2026-02-19,1052,Pago,7142.64,Web,PEN
447,2025-04-21,1036,Retiro,11522.31,App móvil,ARS
448,2025-05-18,1063,Transferencia,3470.02,App móvil,MXN
449,2025-01-28,1007,Depósito,7477.04,Cajero,CLP
450,2025-04-09,1078,Pago,2299.52,App móvil,USD
451,2025-07-26,1067,Transferencia,11893.04,Sucursal,USD
452,2026-07-10,1064,Transferencia,7576.87,Sucursal,PEN
453,2025-02-02,1070,Depósito,14289.18,Web,MXN
454,2026-01-21,1050,Transferencia,4725.24,Web,CLP
455,2025-11-07,1005,Depósito,2661.27,Cajero,CLP
456,2026-02-03,1056,Retiro,4693.77,Web,MXN
457,2026-07-07,1073,Transferencia,9904.58,Web,CLP
458,2026-02-05,1072,Retiro,7605.21,Sucursal,CLP
459,2025-12-28,1076,Transferencia,9257.93,Sucursal,ARS
460,2025-05-12,1008,Depósito,8861.05,Sucursal,ARS
461,2025-12-16,1075,Depósito,11480.26,Web,MXN
